TeamId	TeamName	SubmissionDate	Score
439244	DSXL	4/18/2017 9:57	0.06626
439244	DSXL	3/23/2017 13:29	0.06627
2027397	Igor S	9/5/2018 18:26	0.06946
1958420	Zheng Pan	8/12/2018 12:11	0.08021
509205	mohammed khamis	9/2/2018 5:14	0.10567
1970811	ode	8/23/2018 10:56	0.10641
1752010	3rd Ring House	6/4/2018 15:46	0.10677
1752010	3rd Ring House	8/13/2018 13:35	0.10677
2077523	Yuntong Lin	9/21/2018 3:25	0.10806
2122019	helloworld.avi	9/21/2018 3:55	0.10873
2040639	Serendipity_	9/28/2018 12:54	0.10874
2040639	Serendipity_	9/28/2018 12:57	0.10874
2077523	Yuntong Lin	9/21/2018 3:21	0.10877
2040639	Serendipity_	9/28/2018 12:53	0.10878
2040639	Serendipity_	9/28/2018 12:50	0.1088
2122019	helloworld.avi	9/21/2018 3:19	0.10886
2028629	HYXTRY	9/28/2018 3:08	0.10893
2088842	Abhijit Kumar	9/20/2018 8:22	0.10896
2040639	Serendipity_	9/28/2018 12:44	0.10898
2088842	Abhijit Kumar	9/20/2018 7:53	0.10903
2099266	shukla30	9/21/2018 2:33	0.10903
1498491	Yinghui Jiang	9/4/2018 15:49	0.10904
1498491	Yinghui Jiang	9/4/2018 15:48	0.10909
1363349	Dmitry Storozhenko	6/9/2018 8:28	0.10915
1363349	Dmitry Storozhenko	6/9/2018 8:26	0.10916
1970811	ode	8/23/2018 10:46	0.10916
2120713	KYTP	9/21/2018 0:49	0.10916
2100692	Karma Patel	9/21/2018 0:56	0.10916
2100692	Karma Patel	9/21/2018 1:01	0.10916
2077523	Yuntong Lin	9/20/2018 21:32	0.10918
1792427	LegenDaD	7/7/2018 10:14	0.10919
1498491	Yinghui Jiang	9/4/2018 15:45	0.10921
2100929	AnkitPandey	9/21/2018 1:58	0.10922
2122019	helloworld.avi	9/20/2018 20:52	0.10926
2120713	KYTP	9/21/2018 0:48	0.10926
